that	0.017947708206541846
state	0.009749519684005776
this	0.009015620711464337
which	0.008696404491700378
with	0.007589589374574875
from	0.007482189524934665
liber	0.007148056659387343
have	0.007034690151433788
will	0.006172508025155432
their	0.005984558288285063
would	0.0056205921311710165
they	0.005393859115263905
govern	0.005202926049236865
more	0.0044869270516354615
nation	0.004403393835248631
other	0.004099094261268034
power	0.003932027828494373
been	0.0036366782419837945
american	0.0033801119345099584
unite	0.0033622119595699235
peopl	0.0033353619971598705
onli	0.003105645652096087
than	0.0030489623981193093
conserv	0.0029863124858291864
there	0.002872945977875631
right	0.002849079344622251
should	0.0027148295325719876
them	0.0026790295826919176
must	0.002625329657871812
polit	0.00261041301208845
those	0.0026014630246184323
parti	0.0025805797205217247
democrat	0.0025238964665449466
world	0.002517929808231602
time	0.0024880965166648767
constitut	0.0024642298834114964
were	0.0024164966169047362
most	0.0023627966920846313
america	0.002332963400517906
these	0.0023299800713612335
such	0.0022703134882277832
support	0.002228546880034368
what	0.00218379694268428
presid	0.0020913137388274324
import	0.0020883304096707598
public	0.002085347080514087
reacttext	0.0020763970930440696
against	0.0020734137638873974
colleg	0.002055513788947362
your	0.002007780522440602
social	0.0019779472308738767
everi	0.0018794973687036838
court	0.0018436974188236136
author	0.0018407140896669412
make	0.0018377307605102686
interest	0.0018078974689435434
into	0.001798947481473526
countri	0.0017750808482201459
same	0.0017720975190634732
great	0.0017541975441234382
polici	0.0017541975441234382
union	0.001724364252556713
when	0.0017213809234000407
univers	0.001712430935930023
view	0.0016348643778565377
part	0.0016288977195431926
student	0.0016199477320731751
case	0.00161398107375983
person	0.0016050310862898126
under	0.0015871311113497774
about	0.0015811644530364325
first	0.0015781811238797599
feder	0.0015751977947230874
year	0.0015572978197830522
some	0.0015543144906263798
even	0.0015185145407463096
mean	0.001509564553276292
could	0.001485697920022912
upon	0.0014677979450828768
differ	0.0014260313368894618
societi	0.001393214716166064
between	0.0013902313870093916
general	0.0013842647286960465
senat	0.0013663647537560115
york	0.0013603980954426664
also	0.0013365314621892864
member	0.0013335481330326137
function	0.0013186314872492512
execut	0.0013156481580925787
object	0.0013096814997792337
peac	0.001270898220742491
form	0.0012679148915858184
system	0.001241064929175766
number	0.001241064929175766
secur	0.0012171982959223856
each	0.0012171982959223856
well	0.0012142149667657132
place	0.0012052649792956957
free	0.0011933316626690056
major	0.0011873650043556605
mani	0.001178415016885643
without	0.0011754316877289706
color	0.0011694650294156255
econom	0.001166481700258953
found	0.0011634983711022804
cours	0.0011634983711022804
requir	0.0011575317127889354
work	0.001154548383632263
citizen	0.001154548383632263
might	0.0011455983961622454
like	0.0011396317378489004
less	0.0011396317378489004
histori	0.0011306817503788829
cannot	0.0011247150920655378
shall	0.0011247150920655378
school	0.0011217317629088654
veri	0.0011187484337521927
over	0.0011187484337521927
elect	0.0011157651045955203
john	0.0011127817754388477
human	0.0011127817754388477
program	0.0011127817754388477
justic	0.0011068151171255028
product	0.0011038317879688302
becaus	0.00109189847134214
natur	0.0010829484838721225
republican	0.00107996515471545
subject	0.00106803183808876
made	0.0010650485089320875
much	0.0010650485089320875
foreign	0.0010620651797754149
particular	0.00105609852146207
equal	0.0010531151923053974
legisl	0.0010531151923053974
forc	0.0010471485339920523
continu	0.0010381985465220348
principl	0.0010232819007386723
labor	0.0010173152424253272
reason	0.0010173152424253272
individu	0.0010173152424253272
articl	0.0010053819257986373
question	0.0010023985966419646
bodi	0.0009964319383286198
good	0.000987481950858602
kennedi	0.000987481950858602
privat	0.0009844986217019296
civil	0.0009785319633885846
take	0.0009785319633885846
relat	0.0009785319633885846
term	0.0009755486342319121
chang	0.0009755486342319121
plan	0.0009695819759185671
where	0.0009665986467618945
provid	0.000963615317605222
establish	0.0009606319884485496
hous	0.000951682000978532
life	0.0009457153426651869
liberti	0.0009427320135085145
increas	0.0009397486843518419
be	0.0009367653551951694
servic	0.0009337820260384969
respect	0.0009307986968818243
order	0.0009307986968818243
ought	0.0009278153677251519
studi	0.0009278153677251519
solid	0.0009248320385684794
offic	0.0009188653802551343
vote	0.0009158820510984617
possibl	0.0009158820510984617
true	0.0009128987219417893
common	0.0009099153927851168
both	0.0009099153927851168
give	0.0009039487344717717
depart	0.0009039487344717717
danger	0.0009039487344717717
freedom	0.0008830654303750642
need	0.0008741154429050466
after	0.0008651654554350291
present	0.0008651654554350291
properti	0.0008651654554350291
necessari	0.0008621821262783566
progress	0.000859198797121684
rgba	0.000859198797121684
legislatur	0.0008532321388083391
search	0.0008532321388083391
howev	0.0008532321388083391
themselv	0.0008412988221816489
exist	0.0008412988221816489
law	0.0008383154930249764
posit	0.0008383154930249764
independ	0.0008383154930249764
still	0.0008293655055549589
consider	0.0008293655055549589
class	0.0008233988472416138
call	0.0008144488597715963
congress	0.0008144488597715963
hotel	0.0008144488597715963
fact	0.0008114655306149238
book	0.0008114655306149238
suprem	0.0008084822014582512
best	0.0008084822014582512
consid	0.0008054988723015788
stanc	0.0008025155431449063
page	0.0007995322139882338
institut	0.0007995322139882338
busi	0.0007965488848315612
last	0.0007965488848315612
among	0.0007965488848315612
itself	0.0007816322390481986
then	0.0007816322390481986
just	0.0007786489098915261
doe	0.0007756655807348537
whether	0.0007696989224215086
never	0.0007696989224215086
find	0.0007607489349514911
while	0.0007607489349514911
certain	0.0007577656057948186
favor	0.0007577656057948186
idea	0.000754782276638146
educ	0.000754782276638146
includ	0.000754782276638146
laros	0.0007517989474814735
administr	0.0007517989474814735
within	0.000748815618324801
propos	0.000742848960011456
point	0.000742848960011456
either	0.000742848960011456
trump	0.000742848960011456
limit	0.0007398656308547835
discuss	0.0007398656308547835
thing	0.000736882301698111
citi	0.000736882301698111
here	0.0007338989725414384
effect	0.0007309156433847659
live	0.0007309156433847659
research	0.0007309156433847659
return	0.0007279323142280935
influenc	0.0007279323142280935
develop	0.0007279323142280935
want	0.0007279323142280935
cultur	0.0007279323142280935
anoth	0.0007249489850714209
center	0.0007249489850714209
today	0.0007249489850714209
scienc	0.0007189823267580758
caus	0.0007159989976014033
militari	0.0007159989976014033
becom	0.0007159989976014033
long	0.0007159989976014033
measur	0.0007130156684447309
direct	0.0007100323392880583
rule	0.0007070490101313858
appoint	0.0007070490101313858
display	0.0007040656809747133
sever	0.0007010823518180407
local	0.0006980990226613683
action	0.0006980990226613683
result	0.0006980990226613683
group	0.0006951156935046958
appear	0.0006951156935046958
therefor	0.0006921323643480232
left	0.0006921323643480232
learn	0.0006891490351913507
follow	0.0006891490351913507
use	0.0006861657060346782
experi	0.0006831823768780058
convent	0.0006772157185646607
whole	0.0006742323894079881
befor	0.0006742323894079881
content	0.0006742323894079881
regul	0.0006742323894079881
former	0.0006682657310946432
hand	0.0006682657310946432
regard	0.0006533490853112806
event	0.0006533490853112806
back	0.0006533490853112806
resourc	0.000644399097841263
proper	0.000632465781214573
alway	0.000632465781214573
control	0.000632465781214573
protect	0.0006294824520579004
greater	0.0006264991229012279
organ	0.0006264991229012279
advantag	0.0006264991229012279
valu	0.0006264991229012279
through	0.0006235157937445554
futur	0.0006235157937445554
